Zone_ID,Datetimetry,Datetime,Open,High,Low,Close,Volume,MA_10
744,2025-04-17 05,4/17/2025 5:45,188.551,188.621,188.478,188.505,961,188.4184
745,2025-04-17 14,4/17/2025 14:00,188.383,188.419,188.298,188.379,1494,188.4808
745,2025-04-17 14,4/17/2025 14:15,188.381,188.453,188.236,188.28,1430,188.4514
745,2025-04-17 14,4/17/2025 14:30,188.284,188.389,188.226,188.366,1465,188.4266
745,2025-04-17 14,4/17/2025 14:45,188.368,188.461,188.064,188.139,1706,188.3964
745,2025-04-17 15,4/17/2025 15:00,188.145,188.368,188.121,188.365,1459,188.3825
745,2025-04-17 15,4/17/2025 15:15,188.36,188.471,188.317,188.38,1127,188.3684
745,2025-04-17 15,4/17/2025 15:30,188.384,188.578,188.38,188.456,1146,188.3706
745,2025-04-17 15,4/17/2025 15:45,188.46,188.651,188.425,188.648,1191,188.3778
746,2025-04-17 22,4/17/2025 22:00,188.809,188.851,188.612,188.696,548,188.8344
746,2025-04-17 22,4/17/2025 22:15,188.683,188.803,188.646,188.674,591,188.8155
746,2025-04-17 22,4/17/2025 22:30,188.677,188.735,188.587,188.633,528,188.7964
746,2025-04-17 22,4/17/2025 22:45,188.615,188.709,188.531,188.677,481,188.7744
746,2025-04-17 23,4/17/2025 23:00,188.84,188.874,188.703,188.792,906,188.7702
746,2025-04-17 23,4/17/2025 23:15,188.804,188.845,188.737,188.773,919,188.7635
746,2025-04-17 23,4/17/2025 23:30,188.787,188.856,188.753,188.776,1039,188.753
746,2025-04-17 23,4/17/2025 23:45,188.779,188.919,188.758,188.795,678,188.7467
747,2025-04-18 03,4/18/2025 3:00,188.789,188.87,188.716,188.757,843,188.8988
747,2025-04-18 03,4/18/2025 3:15,188.754,188.782,188.675,188.761,868,188.8707
747,2025-04-18 03,4/18/2025 3:30,188.758,188.775,188.723,188.747,860,188.8406
747,2025-04-18 03,4/18/2025 3:45,188.75,188.783,188.71,188.778,921,188.8167
747,2025-04-18 04,4/18/2025 4:00,188.787,188.803,188.744,188.77,876,188.7968
747,2025-04-18 04,4/18/2025 4:15,188.777,188.811,188.763,188.772,855,188.7911
747,2025-04-18 04,4/18/2025 4:30,188.775,188.775,188.695,188.722,921,188.7818
747,2025-04-18 04,4/18/2025 4:45,188.713,188.821,188.713,188.792,899,188.774
748,2025-04-18 07,4/18/2025 7:00,188.84,188.933,188.8,188.893,734,188.8145
748,2025-04-18 07,4/18/2025 7:15,188.892,188.92,188.864,188.917,833,188.827
748,2025-04-18 07,4/18/2025 7:30,188.918,188.95,188.808,188.844,773,188.8302
748,2025-04-18 07,4/18/2025 7:45,188.843,188.853,188.763,188.797,754,188.8248
748,2025-04-18 08,4/18/2025 8:00,188.792,188.817,188.714,188.744,847,188.8213
748,2025-04-18 08,4/18/2025 8:15,188.749,188.784,188.685,188.691,795,188.8089
748,2025-04-18 08,4/18/2025 8:30,188.687,188.804,188.687,188.785,771,188.8072
748,2025-04-18 08,4/18/2025 8:45,188.791,188.902,188.765,188.877,730,188.8198
749,2025-04-18 11,4/18/2025 11:00,188.933,188.979,188.842,188.857,729,188.8583
749,2025-04-18 11,4/18/2025 11:15,188.854,188.933,188.853,188.866,774,188.8572
749,2025-04-18 11,4/18/2025 11:30,188.867,188.882,188.798,188.805,745,188.8531
749,2025-04-18 11,4/18/2025 11:45,188.801,188.894,188.784,188.861,838,188.8528
749,2025-04-18 12,4/18/2025 12:00,188.848,188.849,188.732,188.736,772,188.8385
749,2025-04-18 12,4/18/2025 12:15,188.737,188.817,188.721,188.813,828,188.8333
749,2025-04-18 12,4/18/2025 12:30,188.817,188.922,188.797,188.865,815,188.8371
749,2025-04-18 12,4/18/2025 12:45,188.861,188.89,188.826,188.849,776,188.8419
750,2025-04-18 15,4/18/2025 15:00,188.883,188.883,188.69,188.706,757,188.8259
750,2025-04-18 15,4/18/2025 15:15,188.707,188.748,188.687,188.734,808,188.8144
750,2025-04-18 15,4/18/2025 15:30,188.73,188.732,188.681,188.697,801,188.8064
750,2025-04-18 15,4/18/2025 15:45,188.7,188.749,188.679,188.737,791,188.7981
750,2025-04-18 16,4/18/2025 16:00,188.732,188.764,188.709,188.751,792,188.7939
750,2025-04-18 16,4/18/2025 16:15,188.741,188.787,188.617,188.652,766,188.7772
750,2025-04-18 16,4/18/2025 16:30,188.66,188.75,188.63,188.72,578,188.7672
750,2025-04-18 16,4/18/2025 16:45,188.714,188.767,188.689,188.767,744,188.7578
751,2025-04-21 01,4/21/2025 1:00,188.432,188.464,188.315,188.317,1051,188.4676
751,2025-04-21 01,4/21/2025 1:15,188.312,188.401,188.28,188.383,907,188.4648
751,2025-04-21 01,4/21/2025 1:30,188.388,188.418,188.277,188.39,844,188.4679
751,2025-04-21 01,4/21/2025 1:45,188.389,188.397,188.219,188.23,865,188.4526
751,2025-04-21 02,4/21/2025 2:00,188.224,188.329,188.123,188.147,979,188.427
751,2025-04-21 02,4/21/2025 2:15,188.145,188.204,187.996,188.174,1303,188.3933
751,2025-04-21 02,4/21/2025 2:30,188.166,188.231,188.075,188.124,1264,188.348
751,2025-04-21 02,4/21/2025 2:45,188.12,188.282,188.114,188.227,1002,188.3049
752,2025-04-21 06,4/21/2025 6:00,188.37,188.439,188.291,188.335,972,188.4017
752,2025-04-21 06,4/21/2025 6:15,188.328,188.386,188.256,188.344,841,188.4013
752,2025-04-21 06,4/21/2025 6:30,188.349,188.388,188.291,188.345,781,188.3988
752,2025-04-21 06,4/21/2025 6:45,188.344,188.469,188.33,188.353,789,188.3793
752,2025-04-21 07,4/21/2025 7:00,188.352,188.415,188.253,188.273,1015,188.3607
752,2025-04-21 07,4/21/2025 7:15,188.267,188.395,188.227,188.325,962,188.3545
752,2025-04-21 07,4/21/2025 7:30,188.331,188.446,188.312,188.376,944,188.3575
752,2025-04-21 07,4/21/2025 7:45,188.374,188.545,188.34,188.497,1140,188.3683
753,2025-04-21 18,4/21/2025 18:00,188.126,188.132,188.018,188.069,849,188.3197
753,2025-04-21 18,4/21/2025 18:15,188.07,188.146,188.045,188.138,700,188.2915
753,2025-04-21 18,4/21/2025 18:30,188.135,188.228,188.134,188.147,804,188.2644
